production_id,machine_id,product_id,shift,direct_loss,indirect_loss,total_cascade_loss,downtime_reason
40,5,4,Afternoon,8172.534117829322,1334.3849549336649,9506.919072762987,Breakdown
41,7,12,Afternoon,8873.355501750273,1529.5917341236366,10402.94723587391,Maintenance
42,4,15,Morning,9843.929325255715,738.7620654192084,10582.691390674923,Setup
43,7,8,Morning,9167.587966764171,1268.8793072422645,10436.467274006436,Maintenance
44,5,16,Afternoon,3035.6986068415936,392.8361639466883,3428.534770788282,Maintenance
45,6,9,Night,4172.300099108182,633.7138110300473,4806.013910138229,Breakdown
46,5,16,Morning,5264.720534027119,771.7569673333102,6036.477501360429,Breakdown
47,6,6,Night,4644.031794038984,806.171115672542,5450.202909711526,Maintenance
48,3,2,Afternoon,11700.941449058439,1480.8518372519416,13181.79328631038,Breakdown
49,6,17,Night,3074.894033642742,529.2288416752647,3604.1228753180067,Setup
50,6,8,Afternoon,16548.914247045792,1763.189678464038,18312.10392550983,Breakdown
51,2,11,Night,13275.661882479406,1193.5087393834808,14469.170621862886,Maintenance
52,4,1,Afternoon,3845.3163729331704,559.7384803794533,4405.054853312624,Setup
53,2,3,Morning,10732.861144671393,547.0149942960337,11279.876138967427,Breakdown
54,10,1,Morning,7236.237280981051,1082.9298027591262,8319.167083740178,Breakdown
55,10,11,Night,6832.645847924684,1442.5910319657055,8275.23687989039,Breakdown
56,2,12,Afternoon,7239.948258384357,767.6319331980987,8007.580191582456,Setup
57,7,6,Night,11731.544444494999,834.0167266096088,12565.561171104608,Setup
58,9,6,Morning,22097.358359884718,1070.634725858022,23167.99308574274,Maintenance
59,7,7,Night,3220.420629412827,504.4307257404144,3724.8513551532415,Breakdown
60,1,20,Afternoon,7542.770460533443,1477.1829957244388,9019.953456257881,Breakdown
61,9,16,Afternoon,12408.610704583498,988.5028605784544,13397.113565161952,Maintenance
62,7,15,Morning,6818.811564727084,641.0694393350212,7459.881004062106,Breakdown
63,10,16,Morning,6747.125920368149,1072.7380141001215,7819.863934468271,Maintenance
64,10,7,Night,14159.972378647057,1833.7817005907295,15993.754079237786,Maintenance
65,4,20,Morning,4281.6269351178325,461.22804139557996,4742.854976513412,Setup
66,3,16,Morning,4900.661714590149,637.4701895296395,5538.1319041197885,No Power
67,2,15,Morning,14557.812467666057,1126.6976876297526,15684.51015529581,No Power
68,3,3,Night,4373.060984511218,827.1762814890637,5200.237266000281,Breakdown
69,4,4,Morning,6320.663034882741,649.2124701222642,6969.875505005006,Setup
70,7,15,Morning,4589.6105668893315,605.0346575857674,5194.645224475099,Breakdown
71,3,6,Morning,2491.0879337215742,420.7933182040776,2911.8812519256517,Breakdown
72,5,3,Afternoon,5682.620989019282,1317.5548289930625,7000.175818012345,Breakdown
73,9,1,Night,8013.37627675692,1351.3530649639654,9364.729341720886,Breakdown
74,5,19,Afternoon,14038.339424723956,1795.7049868798756,15834.04441160383,Setup
75,5,3,Morning,8747.899976878402,1802.2726882359207,10550.172665114322,Setup
76,2,10,Morning,4947.950122699912,987.4243298138375,5935.374452513749,Maintenance
77,4,11,Night,14293.760366430759,1015.9022096140204,15309.662576044779,Breakdown
78,8,15,Afternoon,3398.77806487957,514.9186873215212,3913.6967522010914,Setup
79,9,7,Morning,10440.119124931009,712.2986383364438,11152.417763267453,Breakdown
80,4,11,Night,14872.880998658886,1129.4096117927038,16002.29061045159,No Power
81,9,8,Night,14622.315924590535,976.2641032290487,15598.580027819584,Setup
82,2,15,Morning,8156.146044851819,1174.4695626347832,9330.615607486603,Breakdown
83,6,15,Morning,9935.66926612021,1455.471058474405,11391.140324594615,No Power
84,4,11,Morning,7248.964411927288,549.7125157415106,7798.676927668798,No Power
85,4,8,Night,11849.000829328848,1251.275548439934,13100.276377768783,Breakdown
86,1,14,Morning,6928.770857299528,1274.76320146804,8203.534058767567,Breakdown
87,4,12,Morning,10521.236364552162,1452.0973604624924,11973.333725014654,Setup
88,5,7,Morning,3263.2287440632845,485.63431960483007,3748.8630636681146,Setup
89,9,3,Night,12586.350701827578,1237.120663641255,13823.471365468833,Breakdown
90,6,2,Night,5340.180595084625,1122.209062396612,6462.389657481237,Maintenance
91,5,16,Night,7536.05188123787,775.1340701518859,8311.185951389756,Breakdown
92,2,9,Morning,13814.127257364224,1473.4945682859661,15287.621825650189,Setup
93,3,4,Afternoon,7811.902460482896,1541.452250262127,9353.354710745023,Breakdown
94,6,2,Afternoon,8805.20568402445,1264.7719294949184,10069.977613519368,Breakdown
95,10,7,Morning,6122.111265112229,1286.1172050147006,7408.22847012693,Setup
96,8,5,Morning,19130.10900747859,1528.360429038798,20658.46943651739,Breakdown
97,4,9,Morning,4000.62867427435,549.7032522585976,4550.331926532947,Maintenance
98,3,11,Night,12585.351155403023,1729.7830356826942,14315.134191085717,Breakdown
99,8,10,Afternoon,3131.8793812300655,540.8466414014124,3672.726022631478,Breakdown
100,1,8,Morning,6876.072529816807,833.0722213530646,7709.144751169872,Breakdown
101,4,3,Afternoon,13013.032765189313,1523.0893202038342,14536.122085393148,Setup
102,8,1,Night,6185.164258948556,842.4768676595463,7027.641126608103,Setup
103,8,15,Night,10124.3754270603,1321.5197649646177,11445.895192024918,Maintenance
104,5,6,Night,8138.542766892655,1737.1300369999867,9875.672803892641,Setup
105,1,17,Morning,13945.537426145524,1776.103275179805,15721.640701325328,Breakdown
106,1,11,Afternoon,18973.688668659783,1331.5733595842266,20305.26202824401,Breakdown
107,2,4,Morning,9802.338677069554,859.3037728887158,10661.64244995827,Breakdown
108,9,20,Afternoon,14265.050668297472,1241.4583217842671,15506.508990081738,Breakdown
109,3,18,Afternoon,5020.1076610789705,954.3587207347487,5974.46638181372,Setup
110,10,1,Morning,14932.310475373582,1430.1832159972455,16362.493691370828,Breakdown
111,7,14,Morning,13992.165825455151,1174.7473042699062,15166.913129725057,Maintenance
112,5,9,Morning,2688.2117417909303,503.8524916012774,3192.064233392208,No Power
113,6,18,Morning,4623.83536167702,667.0208132308353,5290.856174907855,No Power
114,5,3,Morning,4223.499797052873,724.5822084731203,4948.082005525994,Setup
115,7,1,Afternoon,4878.439568121061,778.210841413732,5656.650409534793,Breakdown
116,5,3,Morning,12459.188434201275,1326.8391581175274,13786.027592318802,Breakdown
117,10,10,Afternoon,16359.153201008778,1786.4022536650957,18145.555454673875,No Power
118,5,17,Afternoon,8644.956828279408,1083.9363992095384,9728.893227488947,Breakdown
119,3,13,Afternoon,4842.769939785441,638.2823655307606,5481.0523053162015,Maintenance
120,1,7,Morning,4437.782781371096,629.9544115935563,5067.7371929646515,Breakdown
121,7,10,Afternoon,8566.168017710885,931.4515595817162,9497.6195772926,Breakdown
122,2,1,Night,3476.75515471594,610.0098008979496,4086.7649556138895,Breakdown
123,9,3,Morning,5813.260315828139,645.8178406331023,6459.078156461242,Breakdown
124,9,14,Morning,5091.813486983235,655.1641396461564,5746.977626629391,Maintenance
125,7,5,Morning,9730.190050504763,1050.265800227195,10780.455850731958,Setup
126,3,20,Morning,3034.0820881599207,588.7632551564723,3622.845343316393,Breakdown
127,1,12,Morning,3534.637367326037,967.0101592652112,4501.647526591248,Maintenance
128,10,6,Afternoon,6736.950802010597,1433.0981392126178,8170.048941223215,Setup
129,6,5,Afternoon,11195.485602515806,758.2562874195413,11953.741889935347,Breakdown
130,4,18,Night,8631.39681365937,1271.7582297041115,9903.155043363482,Breakdown
131,2,15,Night,8796.646095566859,1325.3494526398304,10121.995548206689,No Power
132,8,8,Morning,9292.1571554739,802.7760341331735,10094.933189607074,Breakdown
133,2,13,Night,7965.273838629022,1062.7487129062044,9028.022551535227,Breakdown
134,8,7,Morning,4689.576578833528,418.30632828503326,5107.882907118562,Setup
135,3,1,Morning,3525.7159995336074,568.1820741454915,4093.898073679099,Setup
136,4,11,Morning,7146.008542422052,974.718064409657,8120.726606831709,No Power
137,8,4,Night,8646.223861047685,1011.2116170188514,9657.435478066536,Maintenance
138,1,6,Night,18457.176678552518,1830.5257593760364,20287.702437928554,Setup
139,5,8,Morning,8205.604150086618,1379.9376468294518,9585.54179691607,Setup
140,5,15,Night,11009.06564534387,2346.2914058672263,13355.357051211096,Setup
141,3,7,Night,7826.9674837366365,806.5769277868909,8633.544411523528,Breakdown
142,7,7,Night,10849.49605648189,1055.2812760822665,11904.777332564157,Setup
143,4,2,Afternoon,2733.2159436348265,469.4306245354548,3202.646568170281,No Power
144,4,17,Afternoon,7981.009231910087,1328.4205082478907,9309.429740157977,Setup
145,6,17,Afternoon,8058.189490243355,1657.3620342570466,9715.551524500403,Breakdown
146,2,11,Morning,6316.811985185491,576.8845900980702,6893.696575283561,No Power
147,9,19,Morning,15540.004024159942,1058.4426282735774,16598.44665243352,Breakdown
148,6,13,Afternoon,2794.7160883991446,548.4824030015939,3343.1984914007385,Setup
149,5,20,Afternoon,12883.67943359866,1377.4671354690654,14261.146569067725,Breakdown
150,3,10,Morning,14617.478963838847,1447.1459497844578,16064.624913623304,Setup
151,2,9,Morning,8449.258216840339,1032.7111195173013,9481.96933635764,Breakdown
152,10,11,Morning,7713.9398154675155,745.6363499884519,8459.576165455968,Setup
153,8,18,Afternoon,10078.835286344849,729.9230872629068,10808.758373607756,No Power
154,7,16,Morning,6607.643574359849,630.4126519895714,7238.05622634942,Setup
155,6,1,Night,5204.191503144399,991.7125926105183,6195.904095754917,No Power
156,2,12,Morning,9589.176898337,1005.8627123440157,10595.039610681017,Breakdown
157,4,5,Afternoon,19037.10585713291,1095.6781436262759,20132.784000759184,Setup
158,3,19,Night,9192.315265066305,1475.1345538700834,10667.449818936388,Breakdown
159,3,12,Night,7145.912892747656,857.7709515285475,8003.683844276204,Maintenance
160,3,12,Night,3771.4399104813792,558.6896537248422,4330.129564206221,Setup
161,3,5,Morning,6911.062975197421,867.8546896759807,7778.917664873402,Breakdown
162,10,4,Morning,8850.179336884063,879.8179224099167,9729.99725929398,Maintenance
163,10,9,Night,13160.529414425044,1112.3207948951822,14272.850209320226,Breakdown
164,6,7,Night,4444.280113445544,772.8114967476275,5217.091610193172,Breakdown
165,4,2,Night,5881.111381744039,1009.6980020174294,6890.809383761469,Setup
166,1,18,Night,14750.02022004425,1466.371336077816,16216.391556122067,Setup
167,6,19,Night,10200.574263749428,1385.308008493529,11585.882272242958,Setup
168,6,14,Afternoon,5249.340029017724,1183.6176817641247,6432.957710781849,Breakdown
169,9,4,Afternoon,4030.499013061616,907.2039389539907,4937.702952015607,Setup
170,2,1,Morning,3073.4014599168345,667.1837942301794,3740.585254147014,Setup
171,8,2,Morning,2513.6850397741027,461.0966244774824,2974.781664251585,Breakdown
172,7,9,Afternoon,7019.766636712266,806.9403228103837,7826.706959522649,Maintenance
173,7,10,Morning,16733.36275118656,826.8399843761518,17560.20273556271,Setup
174,8,18,Morning,11592.238549156249,1171.4284610417008,12763.66701019795,Breakdown
175,3,19,Afternoon,6649.726483444577,1034.8906402999935,7684.617123744571,Setup
176,10,20,Night,9358.05251431006,1683.6221589846282,11041.674673294689,Breakdown
177,7,13,Afternoon,17710.137911695998,1771.381180530153,19481.51909222615,Breakdown
178,7,10,Night,3437.2284709926694,458.3947699174392,3895.6232409101085,Maintenance
179,10,13,Morning,16753.050516128573,1636.8856330825993,18389.93614921117,Breakdown
180,3,15,Night,11465.344354582816,1232.42567980205,12697.770034384866,No Power
181,8,5,Afternoon,2427.5535331389906,630.0725977674791,3057.62613090647,Breakdown
182,9,4,Afternoon,4585.782646405032,701.0750742311234,5286.857720636155,No Power
183,7,6,Morning,10180.19463392701,1143.912179034736,11324.106812961747,Setup
184,3,8,Afternoon,3136.2805843601545,457.54160258943205,3593.8221869495865,Breakdown
185,5,18,Night,11118.324502943944,1930.4209564086286,13048.745459352573,Breakdown
186,5,10,Morning,6974.881892488754,1421.98462565801,8396.866518146764,Setup
187,10,15,Night,10493.030166981445,1787.7738632688945,12280.80403025034,Maintenance
188,6,18,Morning,11122.215132568179,1599.2065310906828,12721.42166365886,Maintenance
189,7,5,Night,5550.386792357857,1098.5302169304211,6648.917009288279,Breakdown
190,5,18,Morning,6636.331884526556,870.7821681729743,7507.11405269953,Maintenance
191,8,15,Afternoon,15175.295743214376,1332.012449226201,16507.308192440578,Breakdown
192,9,9,Morning,12783.603678343321,1069.7889375405746,13853.392615883895,Maintenance
193,8,11,Morning,6385.467768080762,844.8110921357678,7230.278860216529,Breakdown
194,3,7,Morning,8369.090594752397,1684.6979785780807,10053.788573330477,Breakdown
195,1,9,Afternoon,3673.1007656095467,488.74788241884744,4161.848648028394,Maintenance
196,3,16,Afternoon,10529.406709504174,1274.0540729030963,11803.46078240727,Setup
197,6,12,Night,4640.518080001905,1002.9056964132105,5643.423776415116,Breakdown
198,9,19,Morning,13105.989139917785,1016.313053105345,14122.30219302313,Breakdown
199,8,3,Night,4201.0568030709455,654.8514272720329,4855.908230342979,Setup
200,4,4,Morning,2917.045431453472,608.6227007873835,3525.6681322408554,Breakdown
201,6,6,Afternoon,22121.69674842707,1739.0736944038854,23860.77044283096,Setup
202,1,3,Afternoon,5802.757487381208,782.6038583744543,6585.361345755662,Setup
203,10,12,Night,7983.682429201367,1523.3190048651768,9507.001434066544,Breakdown
204,10,9,Afternoon,17535.371038009635,1915.0602859213243,19450.43132393096,Breakdown
205,8,1,Night,5519.541762136582,1206.1548209316957,6725.696583068278,Breakdown
206,8,12,Morning,8714.280876754898,1048.7140724954984,9762.994949250397,Breakdown
207,1,2,Morning,4332.535741690005,643.6028468439049,4976.13858853391,Setup
208,9,17,Afternoon,2049.518511091019,354.131922142288,2403.650433233307,Breakdown
209,6,9,Morning,2395.7198130214733,290.9669116969166,2686.68672471839,Maintenance
210,8,8,Night,7990.177515810936,1339.8267489967345,9330.00426480767,Breakdown
211,9,7,Morning,7355.079249615595,549.8750327904881,7904.954282406083,Setup
212,7,16,Morning,6971.419481000355,1184.3524414076664,8155.771922408021,Breakdown
213,1,2,Morning,5450.033035189254,869.6543353534863,6319.687370542741,No Power
214,7,15,Morning,10783.661333345039,1698.9804854788526,12482.641818823891,Setup
215,3,2,Night,3916.0926077278236,385.55481011336667,4301.64741784119,Breakdown
216,9,1,Afternoon,4429.912102986515,1011.2346966615836,5441.146799648098,Breakdown
217,3,8,Afternoon,7047.779827215258,1120.4045511989593,8168.184378414217,Maintenance
218,9,20,Afternoon,13070.581229163468,1358.4192560415217,14429.00048520499,Breakdown
219,5,9,Morning,10508.858747239627,1755.6685790904564,12264.527326330082,No Power
220,1,2,Morning,17506.28375441497,1539.023035412307,19045.30678982728,Setup
221,3,17,Afternoon,11229.048057320231,1495.4247043655973,12724.472761685829,Breakdown
222,2,10,Morning,8847.850102187389,1569.796123819151,10417.64622600654,Setup
223,6,13,Night,12616.160112603939,1223.0626250782175,13839.222737682156,Setup
224,2,3,Night,13327.941493208757,1480.351660190883,14808.29315339964,Breakdown
225,10,17,Morning,10355.164907198805,1222.0834025847728,11577.248309783577,Maintenance
226,6,2,Afternoon,8743.762477909664,1133.0850709073338,9876.847548816997,Setup
227,2,20,Morning,8289.231513522425,1485.4502063045186,9774.681719826944,Breakdown
228,9,16,Morning,5178.27682398723,615.062559159665,5793.339383146896,Maintenance
229,9,4,Afternoon,11583.600304592936,1062.163522836717,12645.763827429653,Maintenance
230,9,18,Afternoon,14862.436146230079,855.5044308232816,15717.94057705336,No Power
231,7,9,Afternoon,9589.400860161513,1285.813479086803,10875.214339248316,Breakdown
232,5,18,Morning,8529.780152378677,1288.238028460799,9818.018180839475,Breakdown
233,2,6,Morning,12007.441365455612,1207.3666029173692,13214.807968372981,Breakdown
234,10,3,Night,5212.47126253888,612.5571846907259,5825.028447229606,Breakdown
235,9,3,Afternoon,3254.701455600484,814.867062646508,4069.5685182469924,No Power
236,7,17,Afternoon,5283.9214150531925,746.9958888784256,6030.917303931618,Maintenance
237,9,4,Morning,2548.000623358502,470.45910881938784,3018.4597321778897,Setup
238,8,16,Afternoon,6303.028525185977,1170.005318359683,7473.03384354566,Setup
239,10,14,Morning,8865.977743845528,964.3863668105566,9830.364110656084,Maintenance
240,4,19,Night,3472.5420528388345,318.9942921238217,3791.536344962656,Maintenance
241,7,7,Morning,12684.930893476732,1150.8530533546245,13835.783946831358,Maintenance
242,8,12,Morning,8356.664081124673,1377.8237313432685,9734.487812467942,Breakdown
243,1,13,Morning,3327.043793126227,637.8187579651595,3964.862551091386,Maintenance
244,4,10,Afternoon,4034.3426284106267,437.2314770735258,4471.574105484153,No Power
245,3,14,Afternoon,7756.909489745795,1645.8175011747655,9402.72699092056,Breakdown
246,4,2,Afternoon,11063.75464164582,514.9029752698807,11578.657616915702,Maintenance
247,10,14,Morning,5575.130748450452,1340.7274011557608,6915.858149606213,Breakdown
248,9,1,Morning,2645.3799121591055,392.259774674319,3037.6396868334245,Setup
249,8,6,Night,3227.0265256742887,580.7419313770672,3807.7684570513557,Breakdown
250,6,12,Afternoon,7537.494281468506,1603.5842892531396,9141.078570721646,Breakdown
251,2,1,Morning,7444.438493916512,729.6264946845913,8174.064988601103,Setup
252,9,5,Afternoon,5298.167607435457,792.4354140571102,6090.603021492568,Setup
253,3,3,Night,14585.182454869879,1575.462154353514,16160.644609223393,Setup
254,1,17,Morning,19588.720413324212,1432.0888959973577,21020.80930932157,Maintenance
255,2,11,Morning,4603.992407915274,924.1661967331997,5528.158604648474,Maintenance
256,5,5,Morning,6014.87317398278,816.794874151943,6831.668048134723,Breakdown
257,3,5,Night,10482.088483624142,1135.32712325658,11617.415606880722,No Power
258,7,18,Morning,3047.5527622381337,572.2533699847842,3619.8061322229178,No Power
259,6,14,Morning,8229.429167959588,1463.8409232358506,9693.270091195438,Maintenance
260,3,14,Night,20480.018707168816,1536.5144560358838,22016.5331632047,Setup
261,10,19,Morning,7534.163082037605,1782.4253568632248,9316.58843890083,Setup
262,7,18,Night,12432.23152627937,1518.6760756765314,13950.907601955902,Maintenance
263,3,2,Night,11864.18953142945,1801.4309124735562,13665.620443903006,Setup
264,6,12,Afternoon,7997.707658192905,2171.531370510069,10169.239028702974,Setup
265,9,8,Afternoon,3106.3689447548577,563.4511679992193,3669.820112754077,Setup
266,1,11,Night,6273.86601892338,1226.1243180869453,7499.990337010325,No Power
267,7,13,Night,13583.421269189856,1863.4052138907373,15446.826483080593,Maintenance
268,4,15,Afternoon,13966.776676258758,956.8455660770384,14923.622242335796,Breakdown
269,1,7,Afternoon,9763.04648304271,915.3663384142678,10678.412821456977,Breakdown
270,7,15,Night,7559.49945884909,1108.7094959997446,8668.208954848835,Maintenance
271,9,12,Afternoon,21186.94872550758,1282.9910024908188,22469.9397279984,Setup
272,2,8,Morning,8998.19724084283,777.0965113226949,9775.293752165526,Setup
273,2,2,Morning,2237.391099214309,482.4917900984777,2719.882889312787,Setup
274,5,7,Night,7383.550131498761,1360.448336600946,8743.998468099708,No Power
275,5,13,Night,3654.7947263732435,864.5530037946245,4519.347730167868,No Power
276,10,3,Morning,4122.832636762565,989.5352981635405,5112.367934926106,Setup
277,4,18,Morning,15989.121339909645,1339.0539045210062,17328.17524443065,Breakdown
278,5,4,Night,8684.825943376916,1384.8857612988982,10069.711704675814,Breakdown
279,9,3,Night,2953.104045768595,683.026896468366,3636.130942236961,Setup
280,3,11,Night,6189.166119033667,687.6726781710926,6876.838797204759,Maintenance
281,4,6,Morning,10391.935999824404,995.6630645847652,11387.599064409169,No Power
282,6,6,Afternoon,26663.51146333434,1765.232656454045,28428.744119788385,Setup
283,9,14,Night,23830.784108797456,1785.6149741824242,25616.39908297988,Breakdown
284,6,5,Morning,9471.846157472435,1343.5840122800685,10815.430169752504,No Power
285,9,6,Night,13346.423514603546,1162.1622736780337,14508.58578828158,Breakdown
286,2,2,Night,6801.327509835957,736.7467557958228,7538.07426563178,Setup
287,3,13,Night,6534.639320468439,1000.295729732449,7534.935050200888,No Power
288,1,1,Night,9782.450048510793,951.1509307141756,10733.600979224968,Setup
289,4,10,Night,2873.4687897247095,703.6776386008083,3577.1464283255177,Breakdown
290,4,7,Afternoon,9692.225721429439,1001.6842842191217,10693.91000564856,Maintenance
291,6,14,Morning,4425.886694850706,698.1832888876412,5124.069983738347,Breakdown
292,1,17,Morning,11435.144870030836,961.4753685984936,12396.62023862933,Breakdown
293,7,20,Morning,3023.9333690169146,440.96730559209414,3464.900674609009,No Power
294,8,17,Night,5861.409076168693,1011.51215673768,6872.921232906373,Setup
295,8,8,Morning,7633.989875573547,882.0322090184077,8516.022084591954,Maintenance
296,5,5,Afternoon,7576.617518513618,1010.217596236722,8586.83511475034,Setup
297,6,17,Night,11536.6820496731,1789.325128795642,13326.007178468742,Breakdown
298,6,13,Afternoon,4956.761647668763,1228.3852132928857,6185.146860961649,Breakdown
299,7,12,Afternoon,7608.262187220662,996.261775238585,8604.523962459247,Breakdown
300,6,9,Night,20730.074456299128,1925.4906026102947,22655.565058909422,Setup
301,3,6,Morning,3170.094338126009,726.4917243744932,3896.586062500502,Maintenance
302,1,17,Afternoon,5579.163973852863,981.7101148680879,6560.874088720951,Setup
303,4,2,Morning,19326.266847721843,1331.45023016109,20657.71707788293,No Power
304,8,1,Morning,5903.267815494226,1082.8534679007123,6986.1212833949385,Setup
305,7,16,Afternoon,7412.894825777635,959.7288256140457,8372.623651391681,Setup
306,3,15,Morning,8115.329295572843,1636.1144116154246,9751.443707188268,Breakdown
307,5,19,Afternoon,5500.400844499458,803.5692357646527,6303.970080264111,Setup
308,10,5,Morning,4643.602832621132,744.119991215783,5387.722823836914,Setup
309,2,7,Morning,4369.011800779688,490.9815181404605,4859.993318920148,Maintenance
310,1,10,Morning,5618.825103183844,1086.8092737217223,6705.634376905566,Breakdown
311,9,9,Night,4850.478182257939,891.7496116333508,5742.227793891289,Setup
312,6,16,Afternoon,6935.946478583542,800.904758564062,7736.851237147604,Setup
313,1,15,Afternoon,12375.540575364445,1089.4602913175986,13465.000866682043,Breakdown
314,10,15,Afternoon,9731.666475053471,1255.521896070243,10987.188371123713,Breakdown
315,2,17,Morning,3389.5941154722514,657.2336199486739,4046.8277354209254,Maintenance
316,5,12,Night,6289.36017528034,1353.7806887642548,7643.140864044594,Breakdown
317,6,4,Night,5699.961515034333,662.0540043563747,6362.0155193907085,Maintenance
318,1,4,Night,14763.892637189496,1477.600562240672,16241.493199430168,Maintenance
319,5,15,Morning,13079.091069785127,1586.4655395384443,14665.556609323572,Setup
320,4,19,Morning,5020.70916196472,988.9754567324833,6009.684618697203,Maintenance
321,9,14,Afternoon,16724.657448938568,1072.329258430403,17796.98670736897,Setup
322,4,15,Morning,17295.619798197404,1318.98805707936,18614.607855276765,No Power
323,1,13,Morning,3313.701536408588,572.2666480850046,3885.968184493592,Setup
324,4,15,Afternoon,7518.974587725839,680.267191874125,8199.241779599965,No Power
325,5,15,Afternoon,3411.137509787107,649.7197878033403,4060.857297590447,Setup
326,5,12,Afternoon,6545.949453498279,948.2455923671158,7494.195045865395,Breakdown
327,3,12,Morning,10479.046922470421,1651.19148398346,12130.238406453882,Maintenance
328,6,12,Afternoon,18481.90984400395,1546.9657163955003,20028.87556039945,Breakdown
329,10,2,Afternoon,5472.211946001983,1057.931888571411,6530.143834573394,Breakdown
330,3,6,Afternoon,20678.25586712737,1673.1534074851725,22351.409274612543,No Power
331,8,10,Morning,8400.797147966443,943.4626603863624,9344.259808352805,Setup
332,8,9,Night,5133.06508134214,412.0039667314006,5545.06904807354,Maintenance
333,7,15,Morning,13729.909239408169,1591.3347226183657,15321.243962026534,Breakdown
334,3,3,Morning,17465.15973980819,1401.8670905686868,18867.026830376875,Maintenance
335,6,20,Afternoon,2781.86021048075,711.2919092103317,3493.1521196910817,Breakdown
336,3,5,Afternoon,4583.167807055823,593.7991430160957,5176.966950071918,No Power
337,1,7,Morning,3348.8139393747,556.3463922195822,3905.160331594282,Breakdown
338,4,20,Morning,5669.656444934024,501.7367427802466,6171.39318771427,Breakdown
339,5,13,Night,6746.4511495035495,1056.6130336541348,7803.064183157684,Setup
340,8,9,Afternoon,18130.454914773185,1968.9361953771588,20099.391110150344,Breakdown
341,4,4,Afternoon,5589.51173114543,664.580634839948,6254.092365985378,Maintenance
342,7,17,Afternoon,13030.246880839568,1457.5243884043198,14487.771269243887,Setup
343,8,6,Night,7626.04753042239,1386.7085094480121,9012.756039870403,Setup
344,2,15,Night,12102.37525068133,1475.3935294900427,13577.768780171373,Setup
345,3,13,Morning,4548.989551535947,685.0835554656339,5234.073107001581,Setup
346,8,14,Afternoon,5641.550007385189,924.3940816654126,6565.944089050601,Breakdown
