date,product_id,machine_id,shift,operator_id,supplier_id,department,planned_quantity,actual_quantity,production_time_hrs,standard_material_usage,actual_material_usage,material_waste,material_cost,rejected_units,rejection_rate,rework_units,rework_cost,downtime_hrs,downtime_reason,maintenance_cost,energy_consumption_kwh,energy_cost,overtime_hours,overtime_cost,transportation_cost,fuel_consumption,total_production_cost
2025-03-22,7,7,Night,11,3,Machining,67,42,4.900440281779866,68.29278711137293,76.03754048223892,7.744753370865993,1292.940332524983,4,0.08790782692588786,1,36.16966568428157,3.5239351303261124,Breakdown,608.5795685132337,57.193294685696635,805.2758239616036,1.5369638389541174,493.59608377723237,565.4884849241764,6.241020149891922,5203.581809244432
2025-07-27,20,1,Afternoon,3,1,Welding,361,329,2.469925010031175,234.23282628525124,251.99307436638185,17.760248081130612,5687.494626139101,29,0.08758100735561805,16,958.411603950512,4.283917044038002,Breakdown,637.6608828775845,116.8765979257951,1127.756037806586,0.8725799232469471,270.99216380457176,483.13919509978126,5.021926757506035,15166.302425520655
2025-04-08,16,9,Afternoon,49,1,Assembly,452,440,2.9669455978756716,754.8726030131495,816.3328596063278,61.460256593178315,11877.342757082895,22,0.049875675949939156,12,404.6528220432117,1.8984628556696064,Maintenance,314.3753680246746,527.0940597893748,6007.08711435467,1.2933457451853385,472.186102075619,938.704209154072,10.284577123556481,26751.576832192903
2025-03-26,15,7,Morning,44,4,Machining,112,103,2.3238913777599506,216.5816487254275,228.67172394672352,12.090075221296019,6323.301204517129,7,0.06316398598011777,2,47.24475740807364,3.8283832484898275,Breakdown,552.3740512685092,100.48066784085705,897.6227155572373,1.1696552322378961,296.40867353244573,906.1537199636032,9.011553623620648,10134.247275082189
2025-10-10,16,10,Morning,19,2,Painting,168,147,4.71142253380588,183.64540410107927,204.18152469661038,20.536120595531116,5369.131513928577,12,0.08043226921244286,6,282.5147920012006,6.369064834984911,Maintenance,719.1212650463144,72.58464825441237,615.6989265605843,0.6389248236264157,200.3004968452843,889.9229609450634,8.172194015420855,10491.498580673375
2025-08-07,7,10,Night,34,1,Painting,375,358,8.916434019733181,619.3675974643149,640.9595070430635,21.591909578748528,14663.973605295845,38,0.10480644247185715,17,651.6871660098882,4.601298252969422,Maintenance,900.5480650825479,286.9520949725806,2364.6683404388673,1.038349093698087,372.5115258691747,563.389587900667,6.510601949296326,23842.31784796397
2025-11-06,20,4,Morning,20,5,Machining,134,101,4.44655054604713,200.1086638242482,223.1365758867076,23.027912062459393,3428.0170009232206,5,0.0517630909758521,2,43.1837701868522,2.734047949596003,Setup,450.54677406127166,90.09742019827443,1269.2808506615097,1.5099683282040086,550.8755876082597,369.27226470721564,3.2519651598880617,8016.126245676752
2025-09-21,16,3,Morning,45,3,Painting,95,94,11.839309401424023,116.40937846280112,119.1635393616773,2.7541608988761794,3386.970694090731,7,0.0744552429291161,2,111.6061247329476,3.8321195659173917,No Power,612.9028246621405,84.41864404783908,882.634351460695,0.3750041962617059,179.21759108816747,935.2128130564429,11.374820365089903,7119.032012703117
2025-11-11,15,2,Morning,6,5,Welding,404,393,10.981464448201008,779.4176398373742,819.9913419003628,40.57370206298867,18435.265435028847,24,0.06037423825649539,7,141.0366739130767,2.5745139888790187,No Power,486.46948429104424,180.54692651569954,1886.1122846136457,0.9977674685925314,419.20219041738164,569.6006876534075,4.778844317168965,26008.27500624962
2025-04-24,3,3,Night,41,1,Machining,134,124,7.251538941116284,157.38507241392773,167.61029795435678,10.22522554042905,2255.2192073046763,12,0.09551561180850303,7,193.85698168309622,3.9122178315860365,Breakdown,687.9823490403987,125.08323724859989,1582.349928235861,0.7126553094602773,301.05967606925464,1150.9453745035503,10.461069755491819,8307.056242676153
2025-07-07,4,4,Morning,49,4,Machining,169,167,10.456420916244214,193.4656237798899,206.19338108860168,12.727757308711773,6029.972476164205,10,0.05739679566605493,2,73.01425987033194,2.875115835139451,Setup,461.582334829873,70.94900138732847,820.4617555341208,0.2826750049610377,86.26527925521968,579.9775262128667,7.102137205329701,11297.421415868883
2025-12-17,15,7,Morning,13,2,Machining,74,63,9.534756054464806,108.95652190263824,113.68263548799528,4.726113585357041,3120.3486178314374,4,0.0666267047601884,2,81.46923706682566,4.555411436941907,Breakdown,671.1722769472242,32.14416509500665,398.19646332555624,1.0075945495765062,457.9069033562891,981.0526202691957,9.629811186866903,7211.368221681583
2025-01-16,6,3,Morning,31,4,Welding,56,24,9.419953911261723,65.57343152521845,76.0644399785861,10.491008453367641,1334.700411731779,2,0.06565384217658317,0,0.0,4.093252508699471,Breakdown,558.7024366074278,19.83584979586996,257.17323843825557,0.6117484166521145,271.59566045640224,404.8596601969883,3.548234948601955,3659.459914446886
2025-07-01,3,5,Afternoon,35,2,Painting,260,270,7.716788783497385,414.67017252147025,472.1533998728602,57.48322735138993,5303.931285576163,22,0.08222104668869055,9,413.8354650973178,5.238782769145503,Breakdown,725.5237280111753,165.01499898997847,1851.4471152212107,0.23053476031951795,66.8285664990175,897.0034992270683,8.235261490111329,12084.026053311654
2025-12-03,1,9,Night,16,1,Machining,339,326,10.515371718979257,254.3113599408983,285.8019305640385,31.4905706231402,6974.203492432699,26,0.07873696031311515,7,234.49357279963212,4.083062832115576,Breakdown,373.0432425853856,111.27111811737925,1201.9850094559724,1.3276950938392758,552.151992469098,1052.662181792214,8.846614121897368,13227.64182269425
2025-09-15,19,5,Afternoon,45,4,Assembly,418,391,10.68203075778979,822.7825616871771,886.3111360901072,63.528574402930076,13600.598338153883,34,0.08818886913150706,8,292.61889502986605,5.668177140436391,Setup,748.0001629379437,396.9405815512421,5677.117900090734,0.864091024438549,361.1943172960194,671.8851286326748,6.226083210392193,27959.300502210386
2025-02-27,3,5,Morning,26,2,Painting,475,458,8.178666544120368,429.4602461473198,488.9192249092686,59.4589787619488,6231.797444125881,37,0.08175708280965133,8,393.641660088456,4.671998078971976,Setup,548.5063563369142,306.36681722741633,4133.1456081325205,0.5211361061651535,226.01175387343318,326.9295602550492,3.4360481028083902,16935.721628196996
2025-11-10,10,2,Morning,2,3,Machining,258,241,7.370834555901035,142.91874765459076,159.21904022388537,16.300292569294612,2505.3653424941876,14,0.05772760418668313,4,227.7069938806687,4.817766997718557,Maintenance,539.7536574611443,126.75644079844798,1789.6442510805573,0.23317066844196427,108.11395478554911,667.5004278182757,6.351547559686317,9527.485528612478
2025-01-29,11,4,Night,36,4,Machining,321,303,11.090625428967314,479.3068441266383,552.3652612302042,73.05841710356589,15176.729261008897,18,0.05997107742159487,6,292.56466635909385,3.626899938524083,Breakdown,440.22010083393724,176.41510009293802,1719.908430446948,0.969905153551929,411.0263613434492,654.616584397551,5.90999561079218,22319.011865574907
2025-10-23,15,8,Afternoon,49,5,Welding,92,71,10.587449685295802,124.97516640679616,134.83196613870555,9.85679973190939,2283.295106879342,5,0.07729677835437589,2,66.56005616941434,3.32065925208047,Setup,710.2864947019688,75.51117302898061,684.4227972222637,0.5041392376532238,227.83342355844937,521.7134225180716,5.788580165405388,5313.55964390966
2025-01-26,7,9,Morning,49,5,Painting,250,237,3.597494602339442,379.6893873267473,391.1470920546609,11.457704727913608,11678.338944663305,11,0.044778850228292914,4,128.6892146913383,3.0992910287395623,Breakdown,326.8690849300973,95.73996832620762,766.8769932577762,1.2119212719227201,476.38055490805255,1199.2865690490967,13.120225840015204,16925.039387792567
2025-06-18,11,4,Night,44,4,Welding,339,326,2.854084828082653,513.2933078726873,554.2926307744328,40.999322901745586,15869.890309709974,23,0.07202191797084218,13,730.1391034493427,2.963219199646022,No Power,371.3710997011682,149.6521096154705,1581.2936139117562,0.9582739816273919,471.4761106843145,923.2743958548944,10.5222508040358,22489.826174718524
